183.400000,14.421066
287.000000,21.004725
252.000000,11.588545
40.100000,26.418546
55.000000,15.780072
326.100000,5.797182
356.600000,17.213421
353.600000,19.863016
208.500000,25.512661
11.500000,9.341783
287.900000,16.108873
262.600000,29.498741
337.000000,9.689293
212.300000,25.748982
80.700000,18.512144
250.100000,15.663590
11.500000,22.255757
322.300000,25.130600
1.400000,21.000482
243.400000,7.910607
350.200000,19.818271
27.500000,18.588796
353.500000,17.525007
148.800000,18.443760
353.400000,10.422964
15.000000,24.537155
335.400000,14.880855
36.500000,17.065835
311.900000,8.688771
1.300000,25.123663
308.800000,17.139865
150.000000,19.508625
116.800000,11.570876
11.200000,5.262393
0.700000,22.404563
46.300000,26.123760
326.600000,6.109493
343.400000,12.905342
63.200000,25.814535
21.600000,21.009035
84.700000,20.375185
243.400000,33.035677
336.700000,1.859564
140.000000,22.756099
35.000000,7.643769
31.800000,17.224175
325.000000,17.626725
305.500000,15.698019
66.600000,24.927458
335.900000,8.292673
293.700000,7.236868
295.000000,12.344421
333.400000,-0.495011
80.800000,19.717000
14.700000,10.078166
315.000000,20.801334
21.700000,2.776072
155.900000,18.998270
214.000000,24.348808
74.300000,21.082539
129.200000,35.903641
321.500000,21.149313
7.000000,24.786391
296.600000,7.473072
303.800000,14.628914
224.000000,18.821610
325.000000,19.519742
353.600000,7.868494
356.900000,4.837283
117.000000,24.715666
284.700000,5.112609
235.700000,32.537645
62.300000,28.494903
2.800000,23.906862
29.900000,22.324129
29.700000,19.503298
342.700000,14.984865
155.000000,4.944353
336.600000,6.082986
336.100000,1.837370
59.200000,25.506362
359.500000,8.942341
280.000000,5.812215
328.800000,12.899516
300.800000,23.942879
275.800000,7.390785
21.600000,13.051353
357.900000,17.642576
240.000000,22.893229
219.800000,24.590568
337.000000,12.534621
6.600000,0.944269
157.100000,23.211054
254.500000,28.909216
308.200000,-5.100385
336.600000,21.263763
176.700000,26.521866
278.700000,21.248610
59.800000,23.897490
323.900000,16.593869
